time,start_value,end_value,highest,lowest,trade_volume,trade_value,percent_change
2017-10-25 14:55,3975.72,3973.99,3977.61,3973.99,4327247,46.3亿,0.09%
2017-10-25 15:00,3974.15,3976.95,3978.09,3973.39,3967252,42.8亿,0.12%
2017-10-26 09:35,3980.05,3977.25,3980.25,3973.55,4871330,73.9亿,0.17%
2017-10-26 09:40,3976.93,3978.16,3979.84,3976.57,4158784,57.8亿,0.08%
2017-10-26 09:45,3978.47,3984.20,3984.56,3977.56,3640541,55.5亿,0.18%
2017-10-26 09:50,3983.86,3993.56,3993.56,3983.86,3754989,52.9亿,0.24%
2017-10-26 09:55,3993.04,3995.96,3996.40,3992.46,4523712,62亿,0.1%
2017-10-26 10:00,3996.24,3995.88,3997.40,3993.65,3854206,55.2亿,0.09%
2017-10-26 10:05,3995.89,4001.75,4002.19,3995.83,3303229,53.2亿,0.16%
2017-10-26 10:10,4002.22,4012.10,4012.32,4002.22,4003157,58.3亿,0.25%
2017-10-26 10:15,4011.95,4011.18,4013.60,4011.18,4553885,60.7亿,0.06%
2017-10-26 10:20,4011.18,4006.34,4011.18,4004.89,4205094,51亿,0.16%
2017-10-26 10:25,4006.07,4006.70,4007.64,4005.68,2641411,36亿,0.05%
2017-10-26 10:30,4006.43,4003.00,4006.87,4003.00,2611640,34.4亿,0.1%
2017-10-26 10:35,4003.69,4000.05,4003.69,3999.60,2345578,33.7亿,0.1%
2017-10-26 10:40,4000.05,4007.14,4007.37,3999.58,2541159,33.1亿,0.19%
2017-10-26 10:45,4007.14,4006.91,4007.50,4005.98,3511873,38.5亿,0.04%
2017-10-26 10:50,4006.87,4002.58,4006.91,4002.36,3230278,37.1亿,0.11%
2017-10-26 10:55,4002.60,4001.24,4002.60,4000.34,2317491,29.8亿,0.06%
2017-10-26 11:00,4001.14,3997.57,4001.24,3997.48,2420131,28亿,0.09%
2017-10-26 11:05,3997.73,3997.45,3998.16,3996.03,2264184,26.2亿,0.05%
2017-10-26 11:10,3997.66,3999.91,3999.93,3997.27,1855446,23.3亿,0.07%
2017-10-26 11:15,4000.16,4001.35,4001.94,3999.89,1739227,22亿,0.05%
2017-10-26 11:20,4001.32,4003.08,4003.37,4000.87,1774751,22亿,0.06%
2017-10-26 11:25,4003.39,4006.38,4006.48,4003.20,1974707,25.5亿,0.08%
2017-10-26 11:30,4006.25,4007.88,4007.97,4006.10,2223784,28亿,0.05%
2017-10-26 13:05,4007.86,4007.05,4010.74,4006.98,2660733,31.6亿,0.09%
2017-10-26 13:10,4007.04,4008.54,4009.16,4006.11,2408398,29.1亿,0.08%
2017-10-26 13:15,4009.12,4006.86,4009.12,4006.86,2218056,29.5亿,0.06%
2017-10-26 13:20,4007.14,4003.42,4007.67,4003.39,2254738,28.5亿,0.11%
2017-10-26 13:25,4003.35,3999.55,4003.49,3999.55,2140037,28.8亿,0.1%
2017-10-26 13:30,3999.82,4001.62,4002.03,3999.44,2242583,29.1亿,0.06%
2017-10-26 13:35,4002.06,3996.47,4002.06,3996.47,2188649,29.7亿,0.14%
2017-10-26 13:40,3995.92,3999.01,3999.01,3995.57,1945102,27.1亿,0.09%
2017-10-26 13:45,3998.97,3995.91,3999.88,3995.91,2123967,28.6亿,0.1%
2017-10-26 13:50,3995.92,3993.82,3996.19,3993.25,2044366,26.7亿,0.07%
2017-10-26 13:55,3993.76,3994.21,3994.36,3991.04,1763756,23.7亿,0.08%
2017-10-26 14:00,3994.18,3996.32,3996.32,3994.03,1438062,20.2亿,0.06%
2017-10-26 14:05,3996.44,3999.49,3999.68,3996.36,1640129,20.9亿,0.08%
2017-10-26 14:10,3999.50,4000.10,4001.01,3999.03,2063051,24.7亿,0.05%
2017-10-26 14:15,4000.10,3996.15,4000.23,3995.49,2226357,28.8亿,0.12%
2017-10-26 14:20,3996.15,3993.22,3996.15,3993.13,2774974,32.7亿,0.08%
2017-10-26 14:25,3993.22,3989.46,3994.86,3989.46,2469753,28.9亿,0.14%
2017-10-26 14:30,3989.54,3990.24,3990.49,3987.43,2368726,28.9亿,0.08%
2017-10-26 14:35,3990.52,3990.52,3991.08,3989.52,2132176,27.1亿,0.04%
2017-10-26 14:40,3990.43,3986.93,3990.76,3986.93,2260987,29.3亿,0.1%
2017-10-26 14:45,3987.28,3988.94,3988.94,3984.99,2608420,32.7亿,0.1%
2017-10-26 14:50,3988.90,3991.51,3991.51,3988.89,2419346,28.6亿,0.07%
2017-10-26 14:55,3991.16,3992.53,3992.53,3990.83,2820181,35.1亿,0.04%
2017-10-26 15:00,3992.51,3993.58,3994.12,3991.84,3755945,45.1亿,0.06%
2017-10-27 09:35,3992.55,4000.30,4000.42,3991.35,5702384,64.1亿,0.23%
2017-10-27 09:40,4000.85,4003.68,4003.92,4000.33,4896756,54.4亿,0.09%
2017-10-27 09:45,4004.09,4003.28,4006.06,4002.93,4406033,49.3亿,0.08%
2017-10-27 09:50,4003.01,4003.35,4004.39,4001.16,4247649,46.4亿,0.08%
2017-10-27 09:55,4003.58,4001.55,4003.82,4001.55,4127186,46亿,0.06%
2017-10-27 10:00,4001.68,4003.82,4003.82,3999.13,3838340,43.7亿,0.12%
2017-10-27 10:05,4003.73,4012.04,4012.04,4003.73,3684772,44.1亿,0.21%
2017-10-27 10:10,4011.21,4008.49,4012.71,4008.49,3967118,43.4亿,0.11%
2017-10-27 10:15,4008.51,4010.00,4010.11,4007.24,3309790,36.2亿,0.07%
2017-10-27 10:20,4010.26,4009.93,4011.84,4009.56,2957765,35.6亿,0.06%
2017-10-27 10:25,4010.09,4005.25,4010.09,4005.25,2576040,29.6亿,0.12%
2017-10-27 10:30,4005.14,4005.06,4005.66,4004.22,2205192,25.8亿,0.04%
2017-10-27 10:35,4004.88,4007.01,4007.35,4004.70,1839971,23.9亿,0.07%
2017-10-27 10:40,4007.22,4012.86,4013.37,4007.18,2721765,31.3亿,0.15%
2017-10-27 10:45,4012.86,4010.26,4013.48,4010.26,2458723,29.1亿,0.08%
2017-10-27 10:50,4010.78,4005.02,4010.78,4004.89,2417765,28.1亿,0.15%
2017-10-27 10:55,4005.32,4005.27,4006.61,4004.91,1834875,21.4亿,0.04%
2017-10-27 11:00,4004.76,4001.10,4004.76,4000.05,2668421,29.5亿,0.12%
2017-10-27 11:05,4001.41,4002.35,4002.74,4001.41,2257878,24.5亿,0.03%
2017-10-27 11:10,4002.15,4003.04,4003.50,4001.81,1827422,24.4亿,0.04%
2017-10-27 11:15,4002.85,4000.93,4003.45,4000.93,1776007,25.2亿,0.06%
2017-10-27 11:20,4001.27,3998.94,4001.27,3998.94,2134581,30.2亿,0.06%
2017-10-27 11:25,3998.88,4004.41,4004.41,3998.88,1866605,24.1亿,0.14%
2017-10-27 11:30,4004.56,4009.16,4009.17,4004.45,1857060,22.7亿,0.12%
2017-10-27 13:05,4009.04,4012.22,4012.25,4009.04,2053996,24.7亿,0.08%
2017-10-27 13:10,4012.09,4008.90,4013.13,4008.88,1380052,18.8亿,0.11%
2017-10-27 13:15,4008.80,4008.48,4009.03,4007.72,1586055,19.7亿,0.03%
2017-10-27 13:20,4008.45,4007.45,4009.18,4007.40,1594337,20.3亿,0.04%
2017-10-27 13:25,4007.55,4007.94,4008.32,4006.46,1870042,22.1亿,0.05%
2017-10-27 13:30,4007.81,4008.61,4008.61,4007.62,1608881,18.2亿,0.02%
2017-10-27 13:35,4008.65,4010.97,4011.04,4008.57,1538005,19.4亿,0.06%
2017-10-27 13:40,4010.88,4012.30,4012.75,4010.80,1605476,20.9亿,0.05%
2017-10-27 13:45,4012.42,4014.04,4015.73,4012.41,2160088,28.7亿,0.08%
2017-10-27 13:50,4014.29,4010.57,4014.52,4010.57,1930743,25亿,0.1%
2017-10-27 13:55,4010.72,4012.49,4013.27,4010.46,2012619,26.1亿,0.07%
2017-10-27 14:00,4012.21,4015.45,4015.45,4011.93,2441785,28.9亿,0.09%
2017-10-27 14:05,4015.11,4014.42,4017.03,4014.42,2689755,31.9亿,0.07%
2017-10-27 14:10,4014.32,4010.72,4014.34,4010.19,2178271,26.7亿,0.1%
2017-10-27 14:15,4010.79,4008.03,4011.11,4008.03,2181233,27.3亿,0.08%
2017-10-27 14:20,4008.07,4016.02,4016.02,4007.77,2215690,29.4亿,0.21%
2017-10-27 14:25,4015.80,4021.87,4021.92,4015.64,1767599,25.9亿,0.16%
2017-10-27 14:30,4021.72,4021.30,4024.46,4020.75,2891475,37.3亿,0.09%
2017-10-27 14:35,4020.83,4017.57,4021.40,4017.36,2691192,35.5亿,0.1%
2017-10-27 14:40,4016.88,4011.37,4017.21,4010.49,3617022,40.9亿,0.17%
2017-10-27 14:45,4011.08,4012.56,4012.72,4009.80,2508607,32.6亿,0.07%
2017-10-27 14:50,4012.44,4012.50,4014.17,4011.84,2596949,33.1亿,0.06%
2017-10-27 14:55,4012.35,4016.26,4016.45,4012.22,3273556,41.6亿,0.11%
2017-10-27 15:00,4016.46,4021.97,4022.09,4016.46,3954014,53.2亿,0.14%
2017-10-30 09:35,4022.16,4030.59,4030.97,4020.53,7133711,90.8亿,0.26%
2017-10-30 09:40,4030.20,4023.18,4033.34,4023.18,6473143,82.4亿,0.25%
2017-10-30 09:45,4023.09,4010.44,4023.09,4010.33,6547021,78.6亿,0.32%
2017-10-30 09:50,4010.93,4014.33,4014.51,4008.37,5634781,66.1亿,0.15%
2017-10-30 09:55,4014.46,4010.39,4014.46,4010.39,5803469,68亿,0.1%
2017-10-30 10:00,4010.39,3990.75,4010.47,3990.75,6414903,76.3亿,0.49%
2017-10-30 10:05,3990.75,3976.04,3990.75,3976.00,7076071,83.3亿,0.37%
2017-10-30 10:10,3976.04,3973.90,3976.04,3960.27,7848721,91.7亿,0.4%
2017-10-30 10:15,3973.90,3978.49,3978.49,3973.90,4129889,51.6亿,0.12%
2017-10-30 10:20,3977.94,3985.96,3985.96,3977.89,3152962,40.9亿,0.2%
2017-10-30 10:25,3986.05,3985.04,3989.42,3984.60,3465662,43.4亿,0.12%
2017-10-30 10:30,3985.02,3980.89,3985.78,3980.32,2730620,34.8亿,0.14%
2017-10-30 10:35,3980.44,3986.75,3987.09,3980.37,2420157,30.9亿,0.17%
2017-10-30 10:40,3987.21,3988.33,3989.86,3987.15,2296941,30.6亿,0.07%
2017-10-30 10:45,3987.85,3989.13,3989.26,3987.32,2087677,26.3亿,0.05%
2017-10-30 10:50,3989.35,3990.78,3990.78,3988.30,2252617,29.1亿,0.06%
2017-10-30 10:55,3990.42,3990.81,3991.35,3989.51,2374669,29亿,0.05%
2017-10-30 11:00,3991.08,3994.34,3994.43,3991.08,2003526,26.9亿,0.08%
2017-10-30 11:05,3994.19,3996.60,3996.88,3993.96,2266504,28.4亿,0.07%
2017-10-30 11:10,3996.39,3995.90,3996.85,3994.52,2100563,28.5亿,0.06%
2017-10-30 11:15,3996.25,4001.51,4001.51,3996.02,1785229,26.4亿,0.14%
2017-10-30 11:20,4001.59,4007.11,4007.11,4001.59,2133519,29.8亿,0.14%
2017-10-30 11:25,4006.98,4007.26,4008.69,4006.75,2050661,27.2亿,0.05%
2017-10-30 11:30,4007.32,4009.78,4010.02,4007.25,1697055,23.4亿,0.07%
2017-10-30 13:05,4009.95,4005.25,4009.95,4004.67,2473441,30.7亿,0.13%
2017-10-30 13:10,4005.26,4007.51,4007.95,4005.05,2274209,25.9亿,0.07%
2017-10-30 13:15,4007.15,4005.01,4009.03,4005.01,2194754,27亿,0.1%
2017-10-30 13:20,4005.24,4004.05,4005.24,4002.39,2858755,32.6亿,0.07%
2017-10-30 13:25,4004.09,4005.92,4006.04,4003.84,2555899,29.9亿,0.06%
2017-10-30 13:30,4006.00,4001.86,4006.64,4001.86,2688254,30.8亿,0.12%
2017-10-30 13:35,4002.22,3995.71,4002.22,3995.71,3143565,34.2亿,0.16%
2017-10-30 13:40,3995.52,3998.32,3998.49,3995.35,2581882,28.1亿,0.08%
2017-10-30 13:45,3998.37,3995.91,3999.20,3995.91,2759696,28.5亿,0.08%
2017-10-30 13:50,3995.79,3988.53,3996.27,3988.10,2774823,32.1亿,0.2%
2017-10-30 13:55,3988.60,3991.74,3992.08,3988.33,2245044,28.8亿,0.09%
2017-10-30 14:00,3991.83,3986.16,3991.83,3986.16,1967910,25.3亿,0.14%
2017-10-30 14:05,3986.97,3997.80,3997.80,3985.71,2492281,30.9亿,0.3%
2017-10-30 14:10,3997.77,3998.82,3999.58,3997.60,1731032,24.1亿,0.05%
2017-10-30 14:15,3998.91,3997.94,3999.29,3997.22,1573278,21.1亿,0.05%
2017-10-30 14:20,3998.02,3996.10,3998.14,3995.62,1719012,22.8亿,0.06%
2017-10-30 14:25,3995.66,3995.51,3996.38,3994.63,1815143,24.3亿,0.04%
2017-10-30 14:30,3995.67,3999.49,3999.49,3993.48,2303802,27.9亿,0.15%
2017-10-30 14:35,3999.46,4002.80,4003.40,3999.46,2211255,29.3亿,0.1%
2017-10-30 14:40,4002.52,3997.04,4002.96,3996.02,2410540,31.4亿,0.17%
2017-10-30 14:45,3997.50,4001.17,4001.17,3997.30,3999211,46.5亿,0.1%
2017-10-30 14:50,4000.85,4002.87,4004.89,4000.73,3863117,45.8亿,0.1%
2017-10-30 14:55,4003.41,4004.57,4004.70,4001.93,3978875,49.9亿,0.07%
2017-10-30 15:00,4004.31,4009.72,4010.22,4003.17,5779158,69.5亿,0.18%
2017-10-31 09:35,3995.39,4000.01,4000.71,3991.14,5455863,67.4亿,0.24%
2017-10-31 09:40,3999.62,3997.56,3999.89,3996.09,4298106,56.5亿,0.09%
2017-10-31 09:45,3998.98,3992.52,3999.05,3992.41,3985332,53亿,0.17%
2017-10-31 09:50,3992.61,3996.57,3997.60,3992.33,3210932,43.2亿,0.13%
2017-10-31 09:55,3996.82,3989.08,3997.23,3988.57,3062664,42.3亿,0.22%
2017-10-31 10:00,3988.68,3985.61,3989.05,3984.98,2944805,41亿,0.1%
2017-10-31 10:05,3985.76,3990.97,3991.88,3985.59,2557459,36.5亿,0.16%
2017-10-31 10:10,3991.28,3988.65,3991.28,3986.92,2458507,38.3亿,0.11%
2017-10-31 10:15,3988.32,3991.60,3992.33,3988.32,2557431,33.1亿,0.1%
2017-10-31 10:20,3991.71,3993.51,3994.91,3991.71,2441488,33.5亿,0.08%
2017-10-31 10:25,3993.31,3992.26,3994.19,3991.30,2461208,30.4亿,0.07%
2017-10-31 10:30,3992.07,3990.21,3992.97,3990.17,2489803,30.1亿,0.07%
2017-10-31 10:35,3989.80,3985.92,3989.82,3985.42,2493489,31.4亿,0.11%
2017-10-31 10:40,3985.24,3985.20,3986.82,3984.63,2048086,27.8亿,0.06%
2017-10-31 10:45,3984.43,3987.25,3987.25,3983.26,2046749,27.6亿,0.1%
2017-10-31 10:50,3987.25,3990.51,3990.69,3986.90,1648448,25亿,0.1%
2017-10-31 10:55,3990.39,3991.44,3991.51,3990.10,1536365,22.8亿,0.04%
2017-10-31 11:00,3991.10,3992.13,3993.61,3991.07,1790585,24.8亿,0.06%
2017-10-31 11:05,3992.39,3992.53,3993.34,3991.89,1948893,23.3亿,0.04%
2017-10-31 11:10,3992.80,3991.73,3992.83,3990.95,1639116,21.1亿,0.05%
2017-10-31 11:15,3991.99,3995.22,3995.22,3991.36,1549321,21.6亿,0.1%
2017-10-31 11:20,3995.10,3994.08,3995.10,3993.67,1528193,22.3亿,0.04%
2017-10-31 11:25,3994.64,3995.09,3995.15,3993.62,1455291,20.2亿,0.04%
2017-10-31 11:30,3995.17,3995.68,3995.70,3992.88,1225742,17.3亿,0.07%
2017-10-31 13:05,3995.98,3994.40,3997.60,3994.12,1682301,20.7亿,0.09%
2017-10-31 13:10,3994.53,3992.96,3994.53,3992.70,1300069,15.9亿,0.05%
2017-10-31 13:15,3992.97,3989.93,3993.14,3989.65,1486442,19.3亿,0.09%
2017-10-31 13:20,3989.52,3989.89,3990.68,3989.25,1539668,20.3亿,0.04%
2017-10-31 13:25,3990.22,3986.62,3990.22,3986.12,1550643,22.4亿,0.1%
2017-10-31 13:30,3986.33,3989.67,3989.91,3985.96,2090824,24亿,0.1%
2017-10-31 13:35,3990.02,3991.83,3992.46,3989.88,1585336,20.9亿,0.06%
2017-10-31 13:40,3992.13,3997.83,3997.83,3991.76,2131914,25.6亿,0.15%
2017-10-31 13:45,3997.39,3997.24,3998.56,3996.75,1514830,19.8亿,0.05%
2017-10-31 13:50,3997.13,3999.60,3999.60,3996.66,1585998,21.9亿,0.07%
2017-10-31 13:55,3999.36,3999.97,4000.48,3998.56,1774402,24.1亿,0.05%
2017-10-31 14:00,3999.48,4001.55,4001.95,3998.85,1691630,24.4亿,0.08%
2017-10-31 14:05,4001.45,4005.29,4005.84,4001.45,2499262,31.2亿,0.11%
2017-10-31 14:10,4005.34,4000.06,4005.34,4000.04,1772500,23.4亿,0.13%
2017-10-31 14:15,3999.80,4002.94,4003.11,3999.80,1866017,23.6亿,0.08%
2017-10-31 14:20,4002.94,4002.99,4004.19,4002.45,2137022,26.6亿,0.04%
2017-10-31 14:25,4003.40,4005.28,4005.41,4003.21,1835860,24.8亿,0.05%
2017-10-31 14:30,4005.38,4006.90,4007.38,4005.38,2085764,25.5亿,0.05%
2017-10-31 14:35,4006.25,4007.15,4007.43,4005.95,2076349,25.9亿,0.04%
2017-10-31 14:40,4007.22,4008.15,4009.28,4007.22,2238734,28.9亿,0.05%
2017-10-31 14:45,4008.17,4007.44,4008.57,4006.94,2248027,30.3亿,0.04%
2017-10-31 14:50,4006.96,4004.24,4007.67,4004.06,2869271,35.7亿,0.09%
2017-10-31 14:55,4004.63,4006.70,4007.09,4003.77,3402834,41.5亿,0.08%
2017-10-31 15:00,4006.85,4006.72,4008.36,4006.67,4557344,52.2亿,0.04%
2017-11-01 09:35,4007.91,4007.08,4010.05,4002.58,4801980,62亿,0.19%
2017-11-01 09:40,4007.21,4011.29,4013.21,4007.21,3941205,56.9亿,0.15%
2017-11-01 09:45,4011.12,4018.76,4019.10,4010.63,4231115,58.3亿,0.21%
2017-11-01 09:50,4018.99,4022.60,4022.88,4018.42,4645984,63.2亿,0.11%
2017-11-01 09:55,4022.47,4022.50,4025.03,4021.69,4373171,57.6亿,0.08%
2017-11-01 10:00,4022.23,4028.60,4029.09,4022.01,4339260,54.9亿,0.18%
2017-11-01 10:05,4028.80,4032.20,4032.25,4028.43,3897670,51.6亿,0.09%
2017-11-01 10:10,4031.95,4028.92,4032.46,4028.92,3613296,47.7亿,0.09%
2017-11-01 10:15,4029.18,4025.92,4029.18,4024.15,3377035,44.3亿,0.12%
2017-11-01 10:20,4026.35,4027.88,4031.32,4026.35,3289711,43.4亿,0.12%
2017-11-01 10:25,4027.58,4021.23,4027.93,4020.70,3257270,43.5亿,0.18%
2017-11-01 10:30,4021.89,4020.85,4022.73,4020.85,3365176,42.5亿,0.05%
2017-11-01 10:35,4021.49,4019.70,4021.49,4019.41,3174352,40.8亿,0.05%
2017-11-01 10:40,4019.89,4012.70,4020.13,4011.12,3377341,44.4亿,0.22%
2017-11-01 10:45,4013.23,4014.23,4015.26,4011.90,2474887,33.6亿,0.08%
2017-11-01 10:50,4014.53,4010.80,4014.84,4010.80,2145199,29.8亿,0.1%
2017-11-01 10:55,4010.80,4011.23,4013.12,4010.80,2106080,28.4亿,0.06%
2017-11-01 11:00,4011.42,4007.71,4011.42,4007.56,2107580,29.6亿,0.1%
2017-11-01 11:05,4007.25,4007.74,4008.00,4006.02,1896703,26.9亿,0.05%
2017-11-01 11:10,4007.54,4010.25,4011.15,4007.45,1990654,25.2亿,0.09%
2017-11-01 11:15,4010.74,4013.79,4014.05,4010.68,2136391,24.9亿,0.08%
2017-11-01 11:20,4013.97,4013.02,4014.72,4013.02,2001983,24亿,0.04%
2017-11-01 11:25,4012.91,4013.97,4014.52,4012.61,2043438,24.9亿,0.05%
2017-11-01 11:30,4013.73,4006.37,4014.25,4006.20,2625936,31.9亿,0.2%
2017-11-01 13:05,4006.24,4004.43,4006.24,4003.69,2340929,29.1亿,0.06%
2017-11-01 13:10,4003.86,4001.58,4004.12,4001.24,1692239,22亿,0.07%
2017-11-01 13:15,4001.51,3997.52,4001.51,3996.19,2094967,28.5亿,0.13%
2017-11-01 13:20,3997.51,4000.57,4000.57,3995.28,1729631,23.4亿,0.13%
2017-11-01 13:25,4000.04,3999.01,4000.60,3998.96,2028669,23.3亿,0.04%
2017-11-01 13:30,3999.02,3999.02,3999.48,3997.37,2035124,23.4亿,0.05%
2017-11-01 13:35,3998.68,3994.14,3999.43,3994.08,1957401,25亿,0.13%
2017-11-01 13:40,3994.40,3994.05,3994.40,3991.32,2417732,28.8亿,0.08%
2017-11-01 13:45,3993.80,3995.76,3995.82,3993.79,1461842,18.7亿,0.05%
2017-11-01 13:50,3995.76,4000.04,4000.51,3995.36,1850191,22.9亿,0.13%
2017-11-01 13:55,4000.04,4003.97,4004.11,3999.76,2044490,24.8亿,0.11%
2017-11-01 14:00,4003.97,4007.34,4007.34,4003.33,1775590,22.3亿,0.1%
2017-11-01 14:05,4007.33,4006.37,4007.64,4005.74,1612699,20.1亿,0.05%
2017-11-01 14:10,4006.70,4012.51,4013.10,4006.70,1949736,23.9亿,0.16%
2017-11-01 14:15,4013.00,4013.16,4015.82,4012.96,2678590,31.4亿,0.07%
2017-11-01 14:20,4013.75,4009.33,4013.75,4008.93,2186291,26.2亿,0.12%
2017-11-01 14:25,4009.15,4005.47,4009.15,4004.92,2212375,26.9亿,0.11%
2017-11-01 14:30,4005.37,4005.71,4005.74,4003.71,2358611,28.1亿,0.05%
2017-11-01 14:35,4005.35,4004.69,4006.19,4004.38,2418212,28.1亿,0.05%
2017-11-01 14:40,4004.36,3995.04,4004.57,3994.76,3287125,40亿,0.24%
2017-11-01 14:45,3994.88,3998.65,3998.65,3994.33,2745244,34.1亿,0.11%
2017-11-01 14:50,3998.77,3996.00,3999.11,3995.49,2759392,33.3亿,0.09%
2017-11-01 14:55,3996.00,3995.35,3996.37,3995.10,3303928,39.4亿,0.03%
2017-11-01 15:00,3995.11,3996.62,3996.94,3994.95,3717222,43.7亿,0.05%
2017-11-02 09:35,3994.09,3988.28,3994.56,3988.10,6034460,69.1亿,0.16%
2017-11-02 09:40,3987.57,3982.75,3987.57,3980.91,5861284,67亿,0.17%
2017-11-02 09:45,3982.96,3977.86,3984.26,3977.86,4508070,55.2亿,0.16%
2017-11-02 09:50,3978.04,3980.11,3980.11,3972.58,6242137,68.8亿,0.19%
2017-11-02 09:55,3980.54,3978.41,3981.38,3978.14,3721077,46亿,0.08%
2017-11-02 10:00,3978.57,3972.61,3979.27,3971.38,4020310,51亿,0.2%
2017-11-02 10:05,3972.92,3981.28,3981.28,3972.76,3624854,47.7亿,0.21%
2017-11-02 10:10,3980.74,3982.49,3983.88,3980.74,2626069,37.3亿,0.08%
2017-11-02 10:15,3982.42,3979.41,3982.42,3979.41,3690765,41.2亿,0.08%
2017-11-02 10:20,3979.41,3980.80,3981.19,3979.13,2822485,34.5亿,0.05%
2017-11-02 10:25,3980.81,3978.07,3980.81,3977.30,2543978,33.1亿,0.09%
2017-11-02 10:30,3979.11,3978.52,3980.59,3978.16,3139965,36.5亿,0.06%
2017-11-02 10:35,3978.29,3981.28,3981.37,3972.87,4476823,46.9亿,0.21%
2017-11-02 10:40,3981.60,3985.54,3986.38,3981.60,2476270,29.4亿,0.12%
2017-11-02 10:45,3986.16,3981.52,3986.16,3981.52,2155043,25.5亿,0.12%
2017-11-02 10:50,3981.60,3991.57,3991.64,3981.46,2928783,33.8亿,0.26%
2017-11-02 10:55,3991.73,3990.73,3993.17,3990.56,2839357,35亿,0.07%
2017-11-02 11:00,3990.47,3987.74,3990.47,3987.28,1768752,22.3亿,0.08%
2017-11-02 11:05,3987.99,3983.65,3988.09,3983.45,1796751,21.4亿,0.12%
2017-11-02 11:10,3984.00,3982.79,3984.18,3982.79,1745900,22.3亿,0.03%
2017-11-02 11:15,3983.01,3979.54,3983.29,3979.54,1954559,22.8亿,0.09%
2017-11-02 11:20,3979.60,3984.04,3984.04,3979.23,1847528,22.3亿,0.12%
2017-11-02 11:25,3983.71,3981.88,3983.90,3981.79,1316386,18.9亿,0.05%
2017-11-02 11:30,3981.74,3979.75,3981.91,3979.42,1449926,18.3亿,0.06%
2017-11-02 13:05,3979.97,3979.54,3979.97,3976.54,1947826,24亿,0.09%
2017-11-02 13:10,3979.51,3978.34,3980.68,3977.90,1064449,14.5亿,0.07%
2017-11-02 13:15,3977.86,3982.20,3982.87,3975.46,1903879,22.2亿,0.19%
2017-11-02 13:20,3982.25,3982.21,3983.69,3982.21,1081391,14.4亿,0.04%
2017-11-02 13:25,3982.52,3982.03,3982.72,3980.24,1321355,16.5亿,0.06%
2017-11-02 13:30,3982.29,3983.75,3984.65,3981.82,1381029,17.1亿,0.07%
2017-11-02 13:35,3983.57,3978.43,3984.06,3977.81,1533404,19.7亿,0.16%
2017-11-02 13:40,3977.61,3982.58,3983.44,3977.61,1914816,24.1亿,0.15%
2017-11-02 13:45,3982.72,3981.46,3983.41,3981.46,1212910,15.7亿,0.05%
2017-11-02 13:50,3981.18,3979.34,3981.56,3975.41,2460910,29.6亿,0.15%
2017-11-02 13:55,3979.34,3981.09,3982.99,3979.34,1810696,22.6亿,0.09%
2017-11-02 14:00,3981.18,3984.17,3984.48,3979.74,1852444,23.2亿,0.12%
2017-11-02 14:05,3983.93,3981.50,3984.88,3981.13,1421204,18.2亿,0.09%
2017-11-02 14:10,3981.01,3982.38,3982.38,3979.22,2497673,27.1亿,0.08%
2017-11-02 14:15,3982.35,3987.75,3987.75,3981.25,2680622,29.6亿,0.16%
2017-11-02 14:20,3987.80,3989.38,3989.88,3987.04,1959134,23.8亿,0.07%
2017-11-02 14:25,3989.09,3987.15,3989.19,3986.52,1406678,18.7亿,0.07%
2017-11-02 14:30,3987.16,3984.20,3987.16,3983.79,1410413,19.2亿,0.08%
2017-11-02 14:35,3983.96,3987.31,3987.57,3981.04,2638951,29.5亿,0.16%
2017-11-02 14:40,3987.14,3990.55,3990.69,3986.30,2474584,29.6亿,0.11%
2017-11-02 14:45,3991.00,3993.38,3994.27,3991.00,2646365,31.9亿,0.08%
2017-11-02 14:50,3993.53,3993.65,3994.94,3993.31,3264498,37.5亿,0.04%
